Index,Verse,Text
497,Matthew 23:28,"
Even so you also outwardly appear righteous to men, but inwardly you are full of hypocrisy and iniquity.
"
498,Matthew 23:29,"
“Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets, and decorate the tombs of the righteous,

"
499,Matthew 23:30,"
and say, ‘If we had lived in the days of our fathers, we wouldn’t have been partakers with them in the blood of the prophets.’

"
500,Matthew 23:31,"
Therefore you testify to yourselves that you are children of those who killed the prophets.

"
501,Matthew 23:32,"
Fill up, then, the measure of your fathers.

"
502,Matthew 23:33,"
You serpents, you offspring of vipers, how will you escape the judgment of Gehenna?
"
503,Matthew 23:34,"
Therefore behold, I send to you prophets, wise men, and scribes. Some of them you will kill and crucify; and some of them you will scourge in your synagogues, and persecute from city to city;

"
504,Matthew 23:35,"
that on you may come all the righteous blood shed on the earth, from the blood of righteous Abel to the blood of Zachariah son of Barachiah, whom you killed between the sanctuary and the altar.

"
505,Matthew 23:36,"
Most certainly I tell you, all these things will come upon this generation.
"
506,Matthew 23:37,"
“Jerusalem, Jerusalem, who kills the prophets, and stones those who are sent to her! How often I would have gathered your children together, even as a hen gathers her chicks under her wings, and you would not!

"
507,Matthew 23:38,"
Behold, your house is left to you desolate.

"
508,Matthew 23:39,"
For I tell you, you will not see me from now on, until you say, ‘Blessed is he who comes in the name of the Lord!’”
"
509,Matthew 24:2," But he answered them,
“You see all of these things, don’t you? Most certainly I tell you, there will not be left here one stone on another, that will not be thrown down.”
"
510,Matthew 24:4,"Jesus answered them,
“Be careful that no one leads you astray.

"
511,Matthew 24:5,"
For many will come in my name, saying, ‘I am the Christ,’ and will lead many astray.

"
512,Matthew 24:6,"
You will hear of wars and rumors of wars. See that you aren’t troubled, for all this must happen, but the end is not yet.

"
513,Matthew 24:7,"
For nation will rise against nation, and kingdom against kingdom; and there will be famines, plagues, and earthquakes in various places.

"
514,Matthew 24:8,"
But all these things are the beginning of birth pains.

"
515,Matthew 24:9,"
Then they will deliver you up to oppression, and will kill you. You will be hated by all of the nations for my name’s sake.

"
516,Matthew 24:10,"
Then many will stumble, and will deliver up one another, and will hate one another.

"
517,Matthew 24:11,"
Many false prophets will arise, and will lead many astray.

"
518,Matthew 24:12,"
Because iniquity will be multiplied, the love of many will grow cold.

"
519,Matthew 24:13,"
But he who endures to the end, the same will be saved.

"
520,Matthew 24:14,"
This Good News of the Kingdom will be preached in the whole world for a testimony to all the nations, and then the end will come.
"
521,Matthew 24:15,"
“When, therefore, you see the abomination of desolation,

which was spoken of through Daniel the prophet, standing in the holy place (let the reader understand),

"
522,Matthew 24:16,"
then let those who are in Judea flee to the mountains.

"
523,Matthew 24:17,"
Let him who is on the housetop not go down to take out the things that are in his house.

"
524,Matthew 24:18,"
Let him who is in the field not return back to get his clothes.

"
525,Matthew 24:19,"
But woe to those who are with child and to nursing mothers in those days!

"
526,Matthew 24:20,"
Pray that your flight will not be in the winter, nor on a Sabbath,

"
527,Matthew 24:21,"
for then there will be great oppression, such as has not been from the beginning of the world until now, no, nor ever will be.

"
528,Matthew 24:22,"
Unless those days had been shortened, no flesh would have been saved. But for the sake of the chosen ones, those days will be shortened.

"
529,Matthew 24:23,"
“Then if any man tells you, ‘Behold, here is the Christ,’ or, ‘There,’ don’t believe it.

"
530,Matthew 24:24,"
For there will arise false christs, and false prophets, and they will show great signs and wonders, so as to lead astray, if possible, even the chosen ones.
"
531,Matthew 24:25,"
“Behold, I have told you beforehand.

"
532,Matthew 24:26,"
If therefore they tell you, ‘Behold, he is in the wilderness,’ don’t go out; ‘Behold, he is in the inner rooms,’ don’t believe it.

"
533,Matthew 24:27,"
For as the lightning flashes from the east, and is seen even to the west, so will be the coming of the Son of Man.

"
534,Matthew 24:28,"
For wherever the carcass is, that is where the vultures

gather together.

"
535,Matthew 24:29,"
But immediately after the oppression of those days, the sun will be darkened, the moon will not give its light, the stars will fall from the sky, and the powers of the heavens will be shaken;
"
536,Matthew 24:30,"
and then the sign of the Son of Man will appear in the sky. Then all the tribes of the earth will mourn, and they will see the Son of Man coming on the clouds of the sky with power and great glory.

"
537,Matthew 24:31,"
He will send out his angels with a great sound of a trumpet, and they will gather together his chosen ones from the four winds, from one end of the sky to the other.
"
538,Matthew 24:32,"
“Now from the fig tree learn this parable. When its branch has now become tender, and produces its leaves, you know that the summer is near.

"
539,Matthew 24:33,"
Even so you also, when you see all these things, know that it is near, even at the doors.

"
540,Matthew 24:34,"
Most certainly I tell you, this generation
will not pass away, until all these things are accomplished.

"
541,Matthew 24:35,"
Heaven and earth will pass away, but my words will not pass away.

"
542,Matthew 24:36,"
But no one knows of that day and hour, not even the angels of heaven,
but my Father only.
"
543,Matthew 24:37,"
“As the days of Noah were, so will be the coming of the Son of Man.

"
544,Matthew 24:38,"
For as in those days which were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noah entered into the ship,

"
545,Matthew 24:39,"
and they didn’t know until the flood came, and took them all away, so will be the coming of the Son of Man.

"
546,Matthew 24:40,"
Then two men will be in the field: one will be taken and one will be left.

"
547,Matthew 24:41,"
Two women will be grinding at the mill: one will be taken and one will be left.

"
548,Matthew 24:42,"
Watch therefore, for you don’t know in what hour your Lord comes.

"
549,Matthew 24:43,"
But know this, that if the master of the house had known in what watch of the night the thief was coming, he would have watched, and would not have allowed his house to be broken into.

"
550,Matthew 24:44,"
Therefore also be ready, for in an hour that you don’t expect, the Son of Man will come.
"
551,Matthew 24:45,"
“Who then is the faithful and wise servant, whom his lord has set over his household, to give them their food in due season?

"
552,Matthew 24:46,"
Blessed is that servant whom his lord finds doing so when he comes.

"
553,Matthew 24:47,"
Most certainly I tell you that he will set him over all that he has.

"
554,Matthew 24:48,"
But if that evil servant should say in his heart, ‘My lord is delaying his coming,’

"
555,Matthew 24:49,"
and begins to beat his fellow servants, and eat and drink with the drunkards,

"
556,Matthew 24:50,"
the lord of that servant will come in a day when he doesn’t expect it, and in an hour when he doesn’t know it,

"
557,Matthew 24:51,"
and will cut him in pieces, and appoint his portion with the hypocrites. That is where the weeping and grinding of teeth will be.

"
558,Matthew 25:1,"
“Then the Kingdom of Heaven will be like ten virgins, who took their lamps, and went out to meet the bridegroom.

"
559,Matthew 25:2,"
Five of them were foolish, and five were wise.

"
560,Matthew 25:3,"
Those who were foolish, when they took their lamps, took no oil with them,

"
561,Matthew 25:4,"
but the wise took oil in their vessels with their lamps.

"
562,Matthew 25:5,"
Now while the bridegroom delayed, they all slumbered and slept.

"
563,Matthew 25:6,"
But at midnight there was a cry, ‘Behold! The bridegroom is coming! Come out to meet him!’

"
564,Matthew 25:7,"
Then all those virgins arose, and trimmed their lamps.
"
565,Matthew 25:8,"
The foolish said to the wise, ‘Give us some of your oil, for our lamps are going out.’

"
566,Matthew 25:9,"
But the wise answered, saying, ‘What if there isn’t enough for us and you? You go rather to those who sell, and buy for yourselves.’

"
567,Matthew 25:10,"
While they went away to buy, the bridegroom came, and those who were ready went in with him to the marriage feast, and the door was shut.

"
568,Matthew 25:11,"
Afterward the other virgins also came, saying, ‘Lord, Lord, open to us.’

"
569,Matthew 25:12,"
But he answered, ‘Most certainly I tell you, I don’t know you.’

"
570,Matthew 25:13,"
Watch therefore, for you don’t know the day nor the hour in which the Son of Man is coming.
"
571,Matthew 25:14,"
“For it is like a man, going into another country, who called his own servants, and entrusted his goods to them.

"
572,Matthew 25:15,"
To one he gave five talents, to another two, to another one; to each according to his own ability. Then he went on his journey.

"
573,Matthew 25:16,"
Immediately he who received the five talents went and traded with them, and made another five talents.

"
574,Matthew 25:17,"
In the same way, he also who got the two gained another two.

"
575,Matthew 25:18,"
But he who received the one talent went away and dug in the earth, and hid his lord’s money.
"
576,Matthew 25:19,"
“Now after a long time the lord of those servants came, and reconciled accounts with them.

"
577,Matthew 25:20,"
He who received the five talents came and brought another five talents, saying, ‘Lord, you delivered to me five talents. Behold, I have gained another five talents besides them.’
"
578,Matthew 25:21,"
“His lord said to him, ‘Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.’
"
579,Matthew 25:22,"
“He also who got the two talents came and said, ‘Lord, you delivered to me two talents. Behold, I have gained another two talents besides them.’

"
580,Matthew 25:23,"
“His lord said to him, ‘Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.’
"
581,Matthew 25:24,"
“He also who had received the one talent came and said, ‘Lord, I knew you that you are a hard man, reaping where you did not sow, and gathering where you did not scatter.

"
582,Matthew 25:25,"
I was afraid, and went away and hid your talent in the earth. Behold, you have what is yours.’
"
583,Matthew 25:26,"
“But his lord answered him, ‘You wicked and slothful servant. You knew that I reap where I didn’t sow, and gather where I didn’t scatter.

"
584,Matthew 25:27,"
You ought therefore to have deposited my money with the bankers, and at my coming I should have received back my own with interest.

"
585,Matthew 25:28,"
Take away therefore the talent from him, and give it to him who has the ten talents.

"
586,Matthew 25:29,"
For to everyone who has will be given, and he will have abundance, but from him who doesn’t have, even that which he has will be taken away.

"
587,Matthew 25:30,"
Throw out the unprofitable servant into the outer darkness, where there will be weeping and gnashing of teeth.’
"
588,Matthew 25:31,"
“But when the Son of Man comes in his glory, and all the holy angels with him, then he will sit on the throne of his glory.

"
589,Matthew 25:32,"
Before him all the nations will be gathered, and he will separate them one from another, as a shepherd separates the sheep from the goats.

"
590,Matthew 25:33,"
He will set the sheep on his right hand, but the goats on the left.

"
591,Matthew 25:34,"
Then the King will tell those on his right hand, ‘Come, blessed of my Father, inherit the Kingdom prepared for you from the foundation of the world;

"
592,Matthew 25:35,"
for I was hungry, and you gave me food to eat. I was thirsty, and you gave me drink. I was a stranger, and you took me in.

"
593,Matthew 25:36,"
I was naked, and you clothed me. I was sick, and you visited me. I was in prison, and you came to me.’
"
594,Matthew 25:37,"
“Then the righteous will answer him, saying, ‘Lord, when did we see you hungry, and feed you; or thirsty, and give you a drink?

"
595,Matthew 25:38,"
When did we see you as a stranger, and take you in; or naked, and clothe you?

"
596,Matthew 25:39,"
When did we see you sick, or in prison, and come to you?’
"
597,Matthew 25:40,"
“The King will answer them, ‘Most certainly I tell you, because you did it to one of the least of these my brothers,
 you did it to me.’

"
598,Matthew 25:41,"
Then he will say also to those on the left hand, ‘Depart from me, you cursed, into the eternal fire which is prepared for the devil and his angels;

"
599,Matthew 25:42,"
for I was hungry, and you didn’t give me food to eat; I was thirsty, and you gave me no drink;

"
600,Matthew 25:43,"
I was a stranger, and you didn’t take me in; naked, and you didn’t clothe me; sick, and in prison, and you didn’t visit me.’
"
601,Matthew 25:44,"
“Then they will also answer, saying, ‘Lord, when did we see you hungry, or thirsty, or a stranger, or naked, or sick, or in prison, and didn’t help you?’
"
602,Matthew 25:45,"
“Then he will answer them, saying, ‘Most certainly I tell you, because you didn’t do it to one of the least of these, you didn’t do it to me.’

"
603,Matthew 25:46,"
These will go away into eternal punishment, but the righteous into eternal life.”
"
604,Matthew 26:2,"
“You know that after two days the Passover is coming, and the Son of Man will be delivered up to be crucified.”
"
605,Matthew 26:10,"However, knowing this, Jesus said to them,
“Why do you trouble the woman? She has done a good work for me.

"
606,Matthew 26:11,"
For you always have the poor with you; but you don’t always have me.

"
607,Matthew 26:12,"
For in pouring this ointment on my body, she did it to prepare me for burial.

"
608,Matthew 26:13,"
Most certainly I tell you, wherever this Good News is preached in the whole world, what this woman has done will also be spoken of as a memorial of her.”
"
609,Matthew 26:18,"He said,
“Go into the city to a certain person, and tell him, ‘The Teacher says, “My time is at hand. I will keep the Passover at your house with my disciples.”’”
"
610,Matthew 26:21,"As they were eating, he said,
“Most certainly I tell you that one of you will betray me.”
"
611,Matthew 26:23,"He answered,
“He who dipped his hand with me in the dish, the same will betray me.

"
612,Matthew 26:24,"
The Son of Man goes, even as it is written of him, but woe to that man through whom the Son of Man is betrayed! It would be better for that man if he had not been born.”
"
613,Matthew 26:25,"Judas, who betrayed him, answered, “It isn’t me, is it, Rabbi?”
He said to him,
“You said it.”
"
614,Matthew 26:26,"As they were eating, Jesus took bread, gave thanks for it, and broke it. He gave to the disciples, and said,
“Take, eat; this is my body.”
"
615,Matthew 26:27,"He took the cup, gave thanks, and gave to them, saying,
“All of you drink it,

"
616,Matthew 26:28,"
for this is my blood of the new covenant, which is poured out for many for the remission of sins.

"
617,Matthew 26:29,"
But I tell you that I will not drink of this fruit of the vine from now on, until that day when I drink it anew with you in my Father’s Kingdom.”

"
618,Matthew 26:31,"Then Jesus said to them,
“All of you will be made to stumble because of me tonight, for it is written, ‘I will strike the shepherd, and the sheep of the flock will be scattered.’
"
619,Matthew 26:32,"
But after I am raised up, I will go before you into Galilee.”

"
620,Matthew 26:34,"Jesus said to him,
“Most certainly I tell you that tonight, before the rooster crows, you will deny me three times.”
"
621,Matthew 26:36,"Then Jesus came with them to a place called Gethsemane, and said to his disciples,
“Sit here, while I go there and pray.”
"
622,Matthew 26:38,"Then he said to them,
“My soul is exceedingly sorrowful, even to death. Stay here, and watch with me.”
"
623,Matthew 26:39,"He went forward a little, fell on his face, and prayed, saying,
“My Father, if it is possible, let this cup pass away from me; nevertheless, not what I desire, but what you desire.”
"
624,Matthew 26:40,"He came to the disciples, and found them sleeping, and said to Peter,
“What, couldn’t you watch with me for one hour?

"
625,Matthew 26:41,"
Watch and pray, that you don’t enter into temptation. The spirit indeed is willing, but the flesh is weak.”
"
626,Matthew 26:45,"Then he came to his disciples, and said to them,
“Sleep on now, and take your rest. Behold, the hour is at hand, and the Son of Man is betrayed into the hands of sinners.

"
627,Matthew 26:46,"
Arise, let’s be going. Behold, he who betrays me is at hand.”

"
628,Matthew 26:50,"Jesus said to him,
“Friend, why are you here?” Then they came and laid hands on Jesus, and took him.
"
629,Matthew 26:52,"Then Jesus said to him,
“Put your sword back into its place, for all those who take the sword will die by the sword.

"
630,Matthew 26:53,"
Or do you think that I couldn’t ask my Father, and he would even now send me more than twelve legions of angels?

"
631,Matthew 26:54,"
How then would the Scriptures be fulfilled that it must be so?”

"
632,Matthew 26:55,"In that hour Jesus said to the multitudes,
“Have you come out as against a robber with swords and clubs to seize me? I sat daily in the temple teaching, and you didn’t arrest me.

"
633,Matthew 26:56,"
But all this has happened, that the Scriptures of the prophets might be fulfilled.”
Then all the disciples left him, and fled.
"
634,Matthew 26:64,"Jesus said to him,
“You have said it. Nevertheless, I tell you, after this you will see the Son of Man sitting at the right hand of Power, and coming on the clouds of the sky.”
"
635,Matthew 26:75,"Peter remembered the word which Jesus had said to him,
“Before the rooster crows, you will deny me three times.” He went out and wept bitterly.
"
636,Matthew 27:11,"Now Jesus stood before the governor: and the governor asked him, saying, “Are you the King of the Jews?”
Jesus said to him,
“So you say.”
"
637,Matthew 27:46,"About the ninth hour Jesus cried with a loud voice, saying,
“Eli, Eli, lima
sabachthani?”
 That is,
“My God, my God, why have you forsaken me?”
"
638,Matthew 27:63,"saying, “Sir, we remember what that deceiver said while he was still alive: ‘After three days I will rise again.’
"
639,Matthew 28:9,"As they went to tell his disciples, behold, Jesus met them, saying,
“Rejoice!”
They came and took hold of his feet, and worshiped him.
"
640,Matthew 28:10,"Then Jesus said to them,
“Don’t be afraid. Go tell my brothers

that they should go into Galilee, and there they will see me.”
"
641,Matthew 28:18,"Jesus came to them and spoke to them, saying,
“All authority has been given to me in heaven and on earth.

"
642,Matthew 28:19,"
Go
and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,

"
643,Matthew 28:20,"
teaching them to observe all things that I commanded you. Behold, I am with you always, even to the end of the age.” Amen.
"
644,Mark 1:15,"and saying,
“The time is fulfilled, and God’s Kingdom is at hand! Repent, and believe in the Good News.”
"
645,Mark 1:17,"Jesus said to them,
“Come after me, and I will make you into fishers for men.”
"
646,Mark 1:25,"Jesus rebuked him, saying,
“Be quiet, and come out of him!”

"
647,Mark 1:38,"He said to them,
“Let’s go elsewhere into the next towns, that I may preach there also, because I came out for this reason.”
"
648,Mark 1:41,"Being moved with compassion, he stretched out his hand, and touched him, and said to him,
“I want to. Be made clean.”
"
649,Mark 1:44,"and said to him,
“See you say nothing to anybody, but go show yourself to the priest, and offer for your cleansing the things which Moses commanded, for a testimony to them.”
"
650,Mark 2:5,"Jesus, seeing their faith, said to the paralytic,
“Son, your sins are forgiven you.”
"
651,Mark 2:8,"Immediately Jesus, perceiving in his spirit that they so reasoned within themselves, said to them,
“Why do you reason these things in your hearts?

"
652,Mark 2:9,"
Which is easier, to tell the paralytic, ‘Your sins are forgiven;’ or to say, ‘Arise, and take up your bed, and walk?’

"
653,Mark 2:10,"
But that you may know that the Son of Man has authority on earth to forgive sins”—he said to the paralytic—
"
654,Mark 2:11,"
“I tell you, arise, take up your mat, and go to your house.”

"
655,Mark 2:14,"As he passed by, he saw Levi, the son of Alphaeus, sitting at the tax office, and he said to him,
“Follow me.” And he arose and followed him.
"
656,Mark 2:17,"When Jesus heard it, he said to them,
“Those who are healthy have no need for a physician, but those who are sick. I came not to call the righteous, but sinners to repentance.”
"
657,Mark 2:19,"Jesus said to them,
“Can the groomsmen fast while the bridegroom is with them? As long as they have the bridegroom with them, they can’t fast.

"
658,Mark 2:20,"
But the days will come when the bridegroom will be taken away from them, and then will they fast in that day.

"
659,Mark 2:21,"
No one sews a piece of unshrunk cloth on an old garment, or else the patch shrinks and the new tears away from the old, and a worse hole is made.

"
660,Mark 2:22,"
No one puts new wine into old wineskins, or else the new wine will burst the skins, and the wine pours out, and the skins will be destroyed; but they put new wine into fresh wineskins.”
"
661,Mark 2:25,"He said to them,
“Did you never read what David did, when he had need, and was hungry—he, and those who were with him?

"
662,Mark 2:26,"
How he entered into God’s house at the time of Abiathar the high priest, and ate the show bread, which is not lawful to eat except for the priests, and gave also to those who were with him?”
"
663,Mark 2:27,"He said to them,
“The Sabbath was made for man, not man for the Sabbath.

"
664,Mark 2:28,"
Therefore the Son of Man is lord even of the Sabbath.”
"
665,Mark 3:3,"He said to the man who had his hand withered,
“Stand up.”
"
666,Mark 3:4,"He said to them,
“Is it lawful on the Sabbath day to do good, or to do harm? To save a life, or to kill?” But they were silent.
"
667,Mark 3:5,"When he had looked around at them with anger, being grieved at the hardening of their hearts, he said to the man,
“Stretch out your hand.”
 He stretched it out, and his hand was restored as healthy as the other.
"
668,Mark 3:23,"He summoned them, and said to them in parables,
“How can Satan cast out Satan?

"
669,Mark 3:24,"
If a kingdom is divided against itself, that kingdom cannot stand.

"
670,Mark 3:25,"
If a house is divided against itself, that house cannot stand.

"
671,Mark 3:26,"
If Satan has risen up against himself, and is divided, he can’t stand, but has an end.

"
672,Mark 3:27,"
But no one can enter into the house of the strong man to plunder, unless he first binds the strong man; and then he will plunder his house.

"
673,Mark 3:28,"
Most certainly I tell you, all sins of the descendants of man will be forgiven, including their blasphemies with which they may blaspheme;

"
674,Mark 3:29,"
but whoever may blaspheme against the Holy Spirit never has forgiveness, but is subject to eternal condemnation.”

"
675,Mark 3:33,"He answered them,
“Who are my mother and my brothers?”
"
676,Mark 3:34,"Looking around at those who sat around him, he said,
“Behold, my mother and my brothers!

"
677,Mark 3:35,"
For whoever does the will of God, the same is my brother, and my sister, and mother.”
"
678,Mark 4:3,"
“Listen! Behold, the farmer went out to sow,

"
679,Mark 4:4,"
and as he sowed, some seed fell by the road, and the birds
came and devoured it.

"
680,Mark 4:5,"
Others fell on the rocky ground, where it had little soil, and immediately it sprang up, because it had no depth of soil.

"
681,Mark 4:6,"
When the sun had risen, it was scorched; and because it had no root, it withered away.

"
682,Mark 4:7,"
Others fell among the thorns, and the thorns grew up, and choked it, and it yielded no fruit.

"
683,Mark 4:8,"
Others fell into the good ground, and yielded fruit, growing up and increasing. Some produced thirty times, some sixty times, and some one hundred times as much.”
"
684,Mark 4:9,"He said,
“Whoever has ears to hear, let him hear.”
"
685,Mark 4:11,"He said to them,
“To you is given the mystery of God’s Kingdom, but to those who are outside, all things are done in parables,

"
686,Mark 4:12,"
that ‘seeing they may see, and not perceive; and hearing they may hear, and not understand; lest perhaps they should turn again, and their sins should be forgiven them.’”
"
687,Mark 4:13,"He said to them,
“Don’t you understand this parable? How will you understand all of the parables?

"
688,Mark 4:14,"
The farmer sows the word.

"
689,Mark 4:15,"
The ones by the road are the ones where the word is sown; and when they have heard, immediately Satan comes, and takes away the word which has been sown in them.

"
690,Mark 4:16,"
These in the same way are those who are sown on the rocky places, who, when they have heard the word, immediately receive it with joy.

"
691,Mark 4:17,"
They have no root in themselves, but are short-lived. When oppression or persecution arises because of the word, immediately they stumble.

"
692,Mark 4:18,"
Others are those who are sown among the thorns. These are those who have heard the word,

"
693,Mark 4:19,"
and the cares of this age, and the deceitfulness of riches, and the lusts of other things entering in choke the word, and it becomes unfruitful.

"
694,Mark 4:20,"
Those which were sown on the good ground are those who hear the word, and accept it, and bear fruit, some thirty times, some sixty times, and some one hundred times.”
"
695,Mark 4:21,"He said to them,
“Is the lamp brought to be put under a basket

or under a bed? Isn’t it put on a stand?

"
696,Mark 4:22,"
For there is nothing hidden, except that it should be made known; neither was anything made secret, but that it should come to light.

"
697,Mark 4:23,"
If any man has ears to hear, let him hear.”
"
698,Mark 4:24,"He said to them,
“Take heed what you hear. With whatever measure you measure, it will be measured to you, and more will be given to you who hear.

"
699,Mark 4:25,"
For whoever has, to him will more be given, and he who doesn’t have, even that which he has will be taken away from him.”
"
700,Mark 4:26,"He said,
“God’s Kingdom is as if a man should cast seed on the earth,

"
701,Mark 4:27,"
and should sleep and rise night and day, and the seed should spring up and grow, though he doesn’t know how.

"
702,Mark 4:28,"
For the earth bears fruit: first the blade, then the ear, then the full grain in the ear.

"
703,Mark 4:29,"
But when the fruit is ripe, immediately he puts in the sickle, because the harvest has come.”
"
704,Mark 4:30,"He said,
“How will we liken God’s Kingdom? Or with what parable will we illustrate it?

"
705,Mark 4:31,"
It’s like a grain of mustard seed, which, when it is sown in the earth, though it is less than all the seeds that are on the earth,

"
706,Mark 4:32,"
yet when it is sown, grows up, and becomes greater than all the herbs, and puts out great branches, so that the birds of the sky can lodge under its shadow.”
"
707,Mark 4:35,"On that day, when evening had come, he said to them,
“Let’s go over to the other side.”
"
708,Mark 4:39,"He awoke, and rebuked the wind, and said to the sea,
“Peace! Be still!” The wind ceased, and there was a great calm.
"
709,Mark 4:40,"He said to them,
“Why are you so afraid? How is it that you have no faith?”
"
710,Mark 5:8,"For he said to him,
“Come out of the man, you unclean spirit!”

"
711,Mark 5:9,"He asked him,
“What is your name?”
He said to him, “My name is Legion, for we are many.”
"
712,Mark 5:19,"He didn’t allow him, but said to him,
“Go to your house, to your friends, and tell them what great things the Lord has done for you, and how he had mercy on you.”
"
713,Mark 5:30,"Immediately Jesus, perceiving in himself that the power had gone out from him, turned around in the crowd, and asked,
“Who touched my clothes?”
"
714,Mark 5:34,"He said to her,
“Daughter, your faith has made you well. Go in peace, and be cured of your disease.”
"
715,Mark 5:36,"But Jesus, when he heard the message spoken, immediately said to the ruler of the synagogue,
“Don’t be afraid, only believe.”
"
716,Mark 5:39,"When he had entered in, he said to them,
“Why do you make an uproar and weep? The child is not dead, but is asleep.”
"
717,Mark 5:41,"Taking the child by the hand, he said to her,
“Talitha cumi!”
 which means, being interpreted,
“Girl, I tell you, get up!”

"
718,Mark 6:4,"Jesus said to them,
“A prophet is not without honor, except in his own country, and among his own relatives, and in his own house.”
"
719,Mark 6:10,"He said to them,
“Wherever you enter into a house, stay there until you depart from there.

"
720,Mark 6:11,"
Whoever will not receive you nor hear you, as you depart from there, shake off the dust that is under your feet for a testimony against them. Assuredly, I tell you, it will be more tolerable for Sodom and Gomorrah in the day of judgment than for that city!”
"
721,Mark 6:31,"He said to them,
“You come apart into a deserted place, and rest awhile.” For there were many coming and going, and they had no leisure so much as to eat.
"
722,Mark 6:37,"But he answered them,
“You give them something to eat.”
They asked him, “Shall we go and buy two hundred denarii worth of bread, and give them something to eat?”
"
723,Mark 6:38,"He said to them,
“How many loaves do you have? Go see.”
When they knew, they said, “Five, and two fish.”
"
724,Mark 6:50,"for they all saw him, and were troubled. But he immediately spoke with them, and said to them,
“Cheer up! It is I!
Don’t be afraid.”
"
725,Mark 7:6,"He answered them,
“Well did Isaiah prophesy of you hypocrites, as it is written,
‘This people honors me with their lips,
but their heart is far from me.
"
726,Mark 7:7,"
But they worship me in vain,
teaching as doctrines the commandments of men.’
"
727,Mark 7:8,"
“For you set aside the commandment of God, and hold tightly to the tradition of men—the washing of pitchers and cups, and you do many other such things.”
"
728,Mark 7:9,"He said to them,
“Full well do you reject the commandment of God, that you may keep your tradition.

"
729,Mark 7:10,"
For Moses said, ‘Honor your father and your mother;’
and, ‘He who speaks evil of father or mother, let him be put to death.’
"
730,Mark 7:11,"
But you say, ‘If a man tells his father or his mother, “Whatever profit you might have received from me is Corban,
 that is to say, given to God”;’

"
731,Mark 7:12,"
then you no longer allow him to do anything for his father or his mother,

"
732,Mark 7:13,"
making void the word of God by your tradition, which you have handed down. You do many things like this.”
"
733,Mark 7:14,"He called all the multitude to himself, and said to them,
“Hear me, all of you, and understand.

"
734,Mark 7:15,"
There is nothing from outside of the man, that going into him can defile him; but the things which proceed out of the man are those that defile the man.

"
735,Mark 7:16,"
If anyone has ears to hear, let him hear!”
"
736,Mark 7:18,"He said to them,
“Are you also without understanding? Don’t you perceive that whatever goes into the man from outside can’t defile him,

"
737,Mark 7:19,"
because it doesn’t go into his heart, but into his stomach, then into the latrine, thus purifying all foods?”

"
738,Mark 7:20,"He said,
“That which proceeds out of the man, that defiles the man.

"
739,Mark 7:21,"
For from within, out of the hearts of men, proceed evil thoughts, adulteries, sexual sins, murders, thefts,

"
740,Mark 7:22,"
covetings, wickedness, deceit, lustful desires, an evil eye, blasphemy, pride, and foolishness.

"
741,Mark 7:23,"
All these evil things come from within, and defile the man.”

"
742,Mark 7:27,"But Jesus said to her,
“Let the children be filled first, for it is not appropriate to take the children’s bread and throw it to the dogs.”

"
743,Mark 7:29,"He said to her,
“For this saying, go your way. The demon has gone out of your daughter.”
"
744,Mark 7:34,"Looking up to heaven, he sighed, and said to him,
“Ephphatha!”
 that is,
“Be opened!”
"
745,Mark 8:2,"
“I have compassion on the multitude, because they have stayed with me now three days, and have nothing to eat.

"
746,Mark 8:3,"
If I send them away fasting to their home, they will faint on the way, for some of them have come a long way.”
"
747,Mark 8:5,"He asked them,
“How many loaves do you have?”
They said, “Seven.”
"
748,Mark 8:12,"He sighed deeply in his spirit, and said,
“Why does this generation

seek a sign? Most certainly I tell you, no sign will be given to this generation.”
"
749,Mark 8:15,"He warned them, saying,
“Take heed: beware of the yeast of the Pharisees and the yeast of Herod.”
"
750,Mark 8:17,"Jesus, perceiving it, said to them,
“Why do you reason that it’s because you have no bread? Don’t you perceive yet, neither understand? Is your heart still hardened?

"
